1,0.441211543
2,0.64517250975
3,0.6399554813333332
4,0.7832498609
5,1.449385339181818
6,1.5198942681666665
7,2.2430546636923077
8,3.460896365615384
9,4.498951243153846
10,6.032490047
11,8.046530541846154
12,9.703137707615385
13,11.543812336
14,13.241085568999999
15,15.217670475384617
16,17.307692306615387
17,20.05265185453846
18,23.372287144384618
19,26.37943581076923
20,29.879928083846153
21,32.456872563846154
22,35.827875517692306
23,39.1635632023077
24,46.71782030076924
25,49.806301102307685
26,53.08098968615385
27,58.54522494999999
28,64.75750182230769
29,67.85026326230769
30,73.94589273153846
31,76.53781944692308
32,83.64474980461539
33,87.04464706923076
34,93.00864689538463
35,98.73293095999999
36,100.8989341276923
37,99.88763323538461
38,102.44959547999999
39,109.05890158692306
40,110.76259577846153
41,110.25641025538462
42,118.04182184153845
43,117.4671460953846
44,120.06870425000001
45,127.7717135346154
46,127.74817001923078
47,131.61893754230772
48,133.78494071153847
49,135.48863490153846
50,137.63751551692306
51,143.6379007769231
52,141.63777236153848
53,140.84264373076923
54,142.34621806153845
55,138.43264415384616
56,139.54132956923078
57,140.6949616923077
58,127.17349429
59,131.90038954384616
60,130.2459226976923
61,129.46363597461539
62,131.03141989
63,130.86340482076923
64,128.97457300538463
65,130.1560292746154
66,128.5946663169231
67,130.0297504323077
68,132.13261417846155
69,132.8795856323077
70,133.9968323246154
71,141.6880698576923
72,138.94632078846155
73,139.4728393423077
74,137.42027310384617
75,139.5466803653846
76,137.65356791153843
77,136.45284876538466
78,136.8734215192308
79,141.71054321538463
80,143.2087667538462
81,143.21732803076927
82,148.26420102307694
83,152.57480416153845
84,151.6908522769231
85,150.53507983846154
86,148.35623475384617
87,150.85612773846154
88,149.37930739230768
89,154.02166003846153
90,153.8686272076923
91,151.6608878076923
92,146.58083986692307
93,147.17584864384617
94,145.21210565153848
95,140.70789278916666
96,134.92310417000002
97,133.75208681700002
98,136.26878130777774
99,136.41311909625
100,133.60362509571428
